,lat,lng,block,street_name,postal
3554,1.338575973,103.6903162,70,YUNNAN WALK 3,638190
3555,1.376703982,103.8728563,7000,ANG MO KIO AVE 5,569877
3556,1.378586886,103.8303415,701,YIO CHU KANG RD,787087
3557,1.42909455,103.8295117,705,YISHUN AVE 5,760705
3558,1.322150711,103.7929966,70A,JLN LIM TAI SEE,268405
3559,1.386895595,103.8709759,70A,JLN REDOP,808635
3560,1.316211204,103.911226,70A,LOR H TELOK KURAU,426156
3561,1.312585351,103.8987642,71,CARPMAEL RD,429806
3562,1.316178882,103.9120657,71,JOO CHIAT AVE,428179
3563,1.292707465,103.8404056,71,KIM YAM RD,239369
3564,1.34198659,103.9606952,71,MERAGI RD,487942
3565,1.279163649,103.8423437,71,NEIL RD,88900
3566,1.251919954,103.8435357,71,OCEAN DR,98442
3567,1.278383948,103.848813,71,ROBINSON RD,68895
3568,1.308770635,103.9151875,71,ST. PATRICK'S RD,424176
3569,1.34682679,103.8693115,71,WOLSKEL RD,357975
3570,1.337214023,103.6918737,71,YUNNAN DR 3,637956
3571,1.370624935,103.8480457,710A,ANG MO KIO AVE 8,561710
3572,1.371550306,103.848079,711,ANG MO KIO AVE 8,560711
3573,1.428001203,103.827147,711,YISHUN AVE 5,760711
3574,1.371410968,103.8470845,712,ANG MO KIO AVE 6,560712
3575,1.301232452,103.8872057,719,MOUNTBATTEN RD,437739
3576,1.312730389,103.9183083,71A,GREENFIELD DR,457983
3577,1.356075706,103.8789797,71A,KOVAN RD,548161
3578,1.299622078,103.8292282,72,GRANGE RD,249576
3579,1.358082892,103.8793324,72,HIGHLAND RD,549160
3580,1.336671849,103.9537579,72,JLN ANGIN LAUT,489271
3581,1.386952349,103.8709765,72,JLN REDOP,808618
3582,1.328874125,103.7922547,72,LASIA AVE,277885
3583,1.406244811,103.823104,72,SPRINGSIDE VIEW,786124
3584,1.347331378,103.8695829,72,WOLSKEL RD,358053
3585,1.422320008,103.8662536,720,WEST CAMP RD,797520
3586,1.302462026,103.7645553,721,CLEMENTI WEST ST 2,120721
3587,1.309237267,103.8990353,722,DUNMAN RD,439235
3588,1.30310124,103.7634131,723,CLEMENTI WEST ST 2,120723
3589,1.372783585,103.8464483,726,ANG MO KIO AVE 6,560726
3590,1.304289479,103.7640843,727,CLEMENTI WEST ST 2,120727
3591,1.311644644,103.8053875,73,FARRER DR,259280
3592,1.312997769,103.853488,73,OWEN RD,218891
3593,1.319990224,103.9400673,73,SENNETT TER,466750
3594,1.346886346,103.8690271,73,WOLSKEL RD,357978
3595,1.34846561,103.8838665,73A,PAYA LEBAR CRES,536155
3596,1.28793757,103.8167909,73A,REDHILL RD,151073
3597,1.459251768,103.8387095,74,ANDREWS TER,757424
3598,1.310631639,103.8608379,74,HORNE RD,209076
3599,1.387060902,103.8709853,74,JLN REDOP,808620
3600,1.318665623,103.8073035,74,QUEEN'S RD,266769
3601,1.324494719,103.7665072,74,SUNSET WAY,597098
3602,1.326536452,103.6409754,74,TUAS AVE 11,639093
3603,1.30057157,103.8901773,745,MOUNTBATTEN RD,437754
3604,1.334598728,103.7666331,74A,ENG KONG PL,599147
3605,1.287963807,103.8162431,74A,REDHILL RD,151074
3606,1.321578236,103.7960812,75,CORONATION RD WEST,269287
3607,1.390063786,103.8396986,75,COUNTRYSIDE RD,789823
3608,1.312111968,103.8055811,75,FARRER DR,259281
3609,1.303710836,103.8869768,75,GOODMAN RD,439039
3610,1.336163342,103.9537328,75,JLN ANGIN LAUT,489298
3611,1.374923062,103.83069,75,JLN LEBAN,577612
3612,1.292645212,103.8404831,75,KIM YAM RD,239371
3613,1.317685548,103.9115579,75,LOR G TELOK KURAU,426266
3614,1.279087567,103.8422739,75,NEIL RD,88902
3615,1.318820688,103.9422824,75,PARBURY AVE,467317
3616,1.348370671,103.8838127,75,PAYA LEBAR CRES,536157
3617,1.318826798,103.8460814,75,SINARAN DR,308322
3618,1.34683068,103.8688375,75,WOLSKEL RD,357980
3619,1.33711102,103.6919529,75,YUNNAN DR 3,637958
3620,1.299739825,103.8903397,750,MOUNTBATTEN RD,437757
3621,1.377864942,103.9340754,751,PASIR RIS ST 71,510751
3622,1.300682841,103.8912218,755,MOUNTBATTEN RD,437758
3623,1.303438686,103.8592974,759,NTH BRIDGE RD,198727
3624,1.303281687,103.8906565,75A,BRANKSOME RD,436573
3625,1.30060842,103.8227102,75A,GRANGE RD,249612
3626,1.288053157,103.8152771,75A,REDHILL RD,151075
3627,1.288480938,103.8158788,75B,REDHILL RD,152075
3628,1.289023143,103.816276,75C,REDHILL RD,153075
3629,1.35459578,103.8749681,76,BOUNDARY RD,549991
3630,1.303855286,103.8912402,76,BRANKSOME RD,439604
3631,1.307955839,103.9012999,76,CEYLON RD,429657
3632,1.304350637,103.8868467,76,GOODMAN RD,439040
3633,1.336554551,103.9535691,76,JLN ANGIN LAUT,489273
3634,1.326874493,103.6745327,76,JOO KOON CIRCLE,629096
3635,1.315265205,103.8790205,76,LOR 19 GEYLANG,388512
3636,1.360640973,103.9684589,76,MARIAM WAY,508641
3637,1.273466112,103.8455808,76,SHENTON WAY,79119
3638,1.283161475,103.843006,76,SMITH ST,58971
3639,1.427623718,103.7479791,76,SUNGEI KADUT ST 1,729375
3640,1.324540098,103.7663643,76,SUNSET WAY,597099
3641,1.360770752,103.8896987,76,TAMPINES RD,535101
3642,1.399724963,103.8192468,76,THONG SOON GREEN,787382
3643,1.326402643,103.8243837,76,TREVOSE CRES,298087
3644,1.34170599,103.8659512,76,WOODLEIGH PK,357850
3645,1.336464515,103.9352158,760,BEDOK RESERVOIR VIEW,470760
3646,1.300897536,103.891836,763,MOUNTBATTEN RD,437847
3647,1.300145032,103.8925821,764,MOUNTBATTEN RD,437764
3648,1.301009536,103.8924676,767A,MOUNTBATTEN RD,437767
3649,1.28871632,103.8168546,76A,REDHILL RD,151076
3650,1.325391957,103.9085791,76J,LOR MARZUKI,415905
3651,1.29971723,103.8506324,77,BENCOOLEN ST,189653
3652,1.312648853,103.8058274,77,FARRER DR,259282
3653,1.355820454,103.8787279,77,KOVAN RD,548167
3654,1.337146846,103.8018431,77,LINDEN DR,288716
3655,1.383058206,103.9737054,77,LOYANG WAY,508765
3656,1.320039549,103.9402273,77,SENNETT TER,466752
3657,1.326742617,103.8219546,77,TREVOSE CRES,298091
3658,1.3021742,103.8896501,77,WILKINSON RD,436728
3659,1.337065705,103.6919911,77,YUNNAN DR 3,637959
3660,1.300399819,103.8936037,776,MOUNTBATTEN RD,437774
3661,1.336065047,103.953509,77A,JLN ANGIN LAUT,489301
3662,1.288381067,103.8173911,77A,REDHILL RD,151077
3663,1.322877897,103.9543458,78,BEDOK RD,469365
3664,1.308003724,103.9012684,78,CEYLON RD,429658
3665,1.399106717,103.9145973,78,EDGEDALE PLAINS,828683
3666,1.322296701,103.7875882,78,GREENLEAF VIEW,279313
3667,1.283326114,103.8310145,78,GUAN CHUAN ST,160078
3668,1.340552076,103.7732831,78,JLN JURONG KECHIL,598590
3669,1.317166734,103.852223,78,MERGUI RD,219054
3670,1.283633273,103.8304925,78,MOH GUAN TER,162078
3671,1.318413163,103.8070661,78,QUEEN'S RD,266772
3672,1.288430883,103.8184868,78,REDHILL LANE,150078
3673,1.273200062,103.8452906,78,SHENTON WAY,79120
3674,1.283186688,103.8429634,78,SMITH ST,58972
3675,1.282857021,103.8304229,78,YONG SIAK ST,163078
3676,1.300771986,103.8944125,786,MOUNTBATTEN RD,437784
3677,1.355614063,103.8794137,789,UPP SERANGOON RD,534659
3678,1.312669599,103.8228143,78A,FERNHILL CL,259203
3679,1.312713306,103.8231408,78A,FERNHILL RD,259127
3680,1.360806505,103.8899248,78A,TAMPINES RD,535190
3681,1.27363296,103.8083352,78B,TELOK BLANGAH ST 32,102078
3682,1.274098093,103.8456692,79,ANSON RD,79906
3683,1.305451301,103.9037912,79,EAST COAST RD,428784
3684,1.336023719,103.9534152,79,JLN ANGIN LAUT,489302
3685,1.337057795,103.692108,79,YUNNAN DR 3,637960
3686,1.348029853,103.8836319,79A,PAYA LEBAR CRES,536162
3687,1.328013553,103.9153284,79N,JLN SENANG,418432
3688,1.312657548,103.8762918,7A,LOR 9 GEYLANG,388755
3689,1.362006071,103.8880515,7A,VALLEY RD,534484
3690,1.355837921,103.8328488,7B,BRIGHT HILL CRES,579693
3691,1.298763188,103.8905709,7B,BRDRICK RD,439468
3692,1.291961708,103.7728764,7B,GUOK AVE,119647
3693,1.361359114,103.8743954,7B,LEITH RD,547877
3694,1.301427608,103.8459281,6,MOUNT SOPHIA,228457
3695,1.300549474,103.8462777,10,MOUNT SOPHIA,228459
3696,1.301032035,103.8463896,10A,MOUNT SOPHIA,228462
3697,1.300964835,103.8459566,8,MOUNT SOPHIA,228463
3698,1.327475409,103.7535649,8,BOON LAY WAY,609964
3699,1.371893935,103.8645742,8,ANG MO KIO INDUSTRIAL PK 2,569500
3700,1.311224693,103.8377646,8,ANTHONY RD,229957
3701,1.320521576,103.7920398,8,ASTRID HILL,269931
3702,1.304914476,103.8896166,8,AVON RD,439786
3703,1.295314989,103.7876759,8,AYER RAJAH CRES,139939
3704,1.315153302,103.8344684,8,BALMORAL CRES,259928
3705,1.32353748,103.8481082,8,BASSEIN RD,309838
3706,1.426895431,103.7780751,8,BEECHWOOD GROVE,738278
3707,1.297196809,103.821822,8,BISHOPSGATE,249983
3708,1.298790145,103.891449,8,BRDRICK RD,439470
3709,1.352874533,103.7093012,8,BULIM AVE,648166
3710,1.296098599,103.8243213,8,CABLE RD,249904
3711,1.313763313,103.8476317,8,CAMBRIDGE RD,219684
3712,1.305391008,103.9031226,8,CEYLON RD,429604
3713,1.332509042,103.9521576,8,CHANGI STH LANE,486113
3714,1.306211006,103.9073154,8,CHAPEL RD,429511
3715,1.367310116,103.7686798,8,CHESTNUT TER,679126
3716,1.305325737,103.7976735,8,C'WEALTH LANE,149555
3717,1.323324566,103.8100355,8,CORONATION RD,269411
3718,1.316215598,103.7906996,8,CORONATION RD WEST,269240
3719,1.390408066,103.8380749,8,COUNTRYSIDE WALK,789687
3720,1.239396312,103.8348924,8,COVE GROVE,98095
3721,1.242470396,103.8387766,8,COVE WAY,98080
3722,1.305148251,103.8875218,8,CRANBORNE RD,439386
3723,1.344773006,103.8723189,8,EDEN GROVE,539060
3724,1.312243851,103.9304137,8,ELLIOT RD,458694
3725,1.307206118,103.8607339,8,FRENCH RD,200008
3726,1.329772992,103.7897547,8,GARLICK AVE,279641
3727,1.31254893,103.8935366,8,GRAY LANE,438940
3728,1.313594986,103.6731169,8,GUL CIRCLE,629564
3729,1.331070816,103.8801632,8,HAPPY AVE NTH,369756
3730,1.343604654,103.8816156,8,HOW SUN CL,538636
3731,1.276670568,103.792873,8,JLN PASIR RIA,119458
3732,1.308985543,103.7988894,8,JLN PUTEH JERNEH,278031
3733,1.32191221,103.916139,8,JLN SELAMAT,418528
3734,1.321690793,103.9170093,8,JLN SENANG,418290
3735,1.336170042,103.9519759,8,JLN SOO BEE,488112
3736,1.294356536,103.8189218,8,JERVOIS LANE,159187
3737,1.316338046,103.7106315,8,JURONG PIER RD,619160
3738,1.333077311,103.9047178,8,KAKI BT AVE 1,417941
3739,1.297458586,103.8129403,8,KAY SIANG RD,248925
3740,1.279546582,103.8415954,8,KEONG SAIK RD,89116
3741,1.459494337,103.8392524,8,KERONG WALK,757130
3742,1.331097102,103.6956749,8,KIAN TECK DR,628825
3743,1.324037429,103.8534021,8,KIM KEAT LANE,328865
3744,1.297982779,103.8566327,8,LIANG SEAH ST,189029
3745,1.314921597,103.8429943,8,LINCOLN RD,308363
3746,1.32738397,103.8723237,8,LOR BAKAR BATU,348743
3747,1.380193642,103.9741164,8,LOYANG CRES,509016
3748,1.406756749,103.8712038,8,MORNINGTON CRES,798642
3749,1.306910371,103.8206827,8,NAPIER RD,258502
3750,1.305797915,103.8236027,8,NASSIM HILL,258484
3751,1.304586227,103.864004,8,NTH BRIDGE RD,190008
3752,1.361870769,103.8660469,127,CHUAN DR,554582
3753,1.307634922,103.8320381,8,CLAYMORE HILL,229572
3754,1.309067141,103.8272462,8,ORANGE GROVE RD,258342
3755,1.303319197,103.7493585,8,PANDAN AVE,609384
3756,1.304991478,103.758504,8,PANDAN CRES,128464
3757,1.364994399,103.8785747,8,PARRY RD,547193
3758,1.347505677,103.8797306,8,PILLAI RD,535890
3759,1.428441617,103.7797143,8,PINEWOOD GROVE,738270
3760,1.307626482,103.6561099,8,PIONEER SECTOR 1,628420
3761,1.359195524,103.872804,8,PLANTATION AVE,556388
3762,1.323831288,103.8090124,8,PRINCE OF WALES RD,266969
3763,1.322365357,103.8106427,8,QUEEN'S RD,266779
3764,1.327241412,103.8425397,8,JLN RAJA UDANG,329217
3765,1.31945891,103.8260705,8,ROBIN WALK,258153
3766,1.290210504,103.8375618,8,RODYK ST,238216
3767,1.296431703,103.8365479,12,ST. THOMAS WALK,238147
3768,1.336718413,103.952379,8,SEA BREEZE RD,487443
3769,1.338498963,103.9518175,8,SEA BREEZE WALK,487396
3770,1.346208973,103.7645663,8,SHAMAH TER,597560
3771,1.32586295,103.7682261,8,SUNSET PL,597357
3772,1.326434858,103.7671653,8,SUNSET SQUARE,597306
3773,1.336385849,103.8907523,8,TAI SENG LINK,534158
3774,1.298358475,103.8837717,8,TG RHU RD,436888
3775,1.323918041,103.7418976,8,TEBAN GDNS CRES,608922
3776,1.280286829,103.842031,8,TECK LIM RD,88385
3777,1.31942839,103.6452249,8,TUAS AVE 14,638954
3778,1.331224094,103.6350258,8,TUAS WEST ST,637443
3779,1.332127872,103.8965765,8,UBI VIEW,408554
3780,1.450086115,103.8059248,8,WOODLANDS TER,738433
3781,1.335917965,103.8696887,2,WOODLEIGH CL,357900
3782,1.335921612,103.869281,6,WOODLEIGH CL,357902
3783,1.336408255,103.8697505,8,WOODLEIGH CL,357903
3784,1.306964839,103.8375144,80,CAIRNHILL RD,229682
3785,1.322299132,103.7877073,80,GREENLEAF VIEW,279314
3786,1.324644655,103.7937876,80,JLN HAJI ALIAS,268560
3787,1.280137405,103.8493164,80,ROBINSON RD,68898
3788,1.406312697,103.8233474,80,SPRINGSIDE VIEW,786128
3789,1.319765332,103.9543471,803,UPP EAST COAST RD,466604
3790,1.328783228,103.8806111,81,HAPPY AVE EAST,369869
3791,1.356922829,103.8342098,81,JLN KELI,577936
3792,1.336933743,103.8014324,81,LINDEN DR,288719
3793,1.314002388,103.9099226,81,LOR J TELOK KURAU,425892
3794,1.348805286,103.8859445,81,TAI KENG GDNS,535362
3795,1.337582837,103.771804,81,TOH YI DR,596544
3796,1.326917077,103.8217159,81,TREVOSE CRES,298093
3797,1.300656374,103.6268382,81,TUAS VIEW WALK 1,637620
3798,1.324004275,103.8563264,81,WHAMPOA DR,320081
3799,1.301137569,103.8955567,812,MOUNTBATTEN RD,437809
3800,1.372210445,103.8932082,814,HOUGANG AVE 10,530814
3801,1.335932504,103.9531412,81B,JLN ANGIN LAUT,486053
3802,1.328397429,103.9156425,81K,JLN SENANG,418445
3803,1.347636338,103.8849047,82,JLN LOKAM,537907
3804,1.314439898,103.90129,82,JOO CHIAT TER,427244
3805,1.367377381,103.7487062,821,BT BATOK WEST AVE 5,659087
3806,1.301292044,103.8960076,822,MOUNTBATTEN RD,437815
3807,1.323112994,103.9541273,82A,BEDOK RD,469369
3808,1.312431502,103.8232866,82A,FERNHILL CL,259209
3809,1.313783838,103.9111931,82D,LOR J TELOK KURAU,425897
3810,1.387989818,103.8775657,83,GERALD DR,799032
3811,1.328705175,103.8805937,83,HAPPY AVE EAST,369870
3812,1.294421556,103.8207893,83,JERVOIS RD,249051
3813,1.31318858,103.8533104,83,OWEN RD,218898
3814,1.406591941,103.8228777,83,SPRINGSIDE VIEW,786071
3815,1.38623664,103.8578037,83,SUNRISE AVE,805785
3816,1.301406415,103.8963628,830,MOUNTBATTEN RD,437823
3817,1.335179761,103.7870445,834,DUNEARN RD,589456
3818,1.301457112,103.8965406,834,MOUNTBATTEN RD,437827
3819,1.335885987,103.9530345,83A,JLN ANGIN LAUT,486055
3820,1.336933742,103.8014324,83A,LINDEN DR,288721
3821,1.32355755,103.7952033,83C,NAMLY DR,267488
3822,1.310828081,103.8606664,84,HORNE RD,209081
3823,1.314446471,103.9013336,84,JOO CHIAT TER,427246
3824,1.311843881,103.9122427,84,LOR L TELOK KURAU,425522
3825,1.287085751,103.8188511,84,REDHILL LANE,150084
3826,1.326878629,103.8239281,84,TREVOSE CRES,298083
3827,1.317952721,103.90161,842,SIMS AVE,400842
3828,1.318183439,103.9013112,844,SIMS AVE,400844
3829,1.317602618,103.9017072,846,SIMS AVE,400846
3830,1.31720886,103.9014318,848,SIMS AVE,400848
3831,1.323751172,103.910144,84C,LOR MELAYU,417010
3832,1.281649395,103.845805,85,CLUB ST,69453
3833,1.294362243,103.8208078,85,JERVOIS RD,249052
3834,1.314722372,103.9014096,85,JOO CHIAT TER,427247
3835,1.298493874,103.8391978,85,KILLINEY RD,239532
3836,1.325856079,103.9117864,85,LENGKONG DUA,417737
3837,1.31882277,103.9425541,85,PARBURY AVE,467322
3838,1.315891707,103.9095998,85,TELOK KURAU RD,423792
3839,1.303266894,103.8994936,855,MOUNTBATTEN RD,437839
3840,1.315203503,103.8490158,86,CAMBRIDGE RD,219750
3841,1.30435464,103.8856211,86,GOODMAN RD,439050
3842,1.331901501,103.9491608,86,JLN CHEMPAKA KUNING,489122
3843,1.317025366,103.8813905,86,LOR 23 GEYLANG,388391
3844,1.346532852,103.8744679,86,LOR GAMBIR,536651
3845,1.360487297,103.9687109,86,MARIAM WAY,508646
3846,1.297932707,103.8917366,86,MEYER RD,437975
3847,1.318652522,103.9388081,86,SENNETT AVE,467094
3848,1.346948448,103.8858705,86,TAI KENG GDNS,535367
3849,1.399734818,103.8188535,86,THONG SOON GREEN,787392
3850,1.302779363,103.8889264,86,WILKINSON RD,436736
3851,1.326156328,103.916438,86A,JLN SENANG,418457
3852,1.313792177,103.9117771,86F,LOR J TELOK KURAU,425916
3853,1.321963004,103.7967909,87,CORONATION RD WEST,269296
3854,1.305553396,103.9039513,87,EAST COAST RD,428789
3855,1.311784627,103.9308954,87,ELLIOT RD,458737
3856,1.367515162,103.8852152,87,FLORENCE RD,549573
3857,1.310477438,103.7967145,87,JLN KELABU ASAP,278275
3858,1.31563227,103.903379,87,LANGSAT RD,426798
3859,1.325222564,103.7655683,87,SUNSET WAY,597108
3860,1.348744102,103.8861081,87,TAI KENG GDNS,535368
3861,1.336825141,103.6916828,87,YUNNAN DR 3,637964
3862,1.35552065,103.9311027,872A,TAMPINES ST 86,521872
3863,1.355396424,103.9314368,872B,TAMPINES ST 86,522872
3864,1.375322771,103.7623621,875,UPP BT TIMAH RD,678178
3865,1.336742586,103.8010408,87B,LINDEN DR,288725
3866,1.335283805,103.8007721,88,ENG NEO AVE,289555
3867,1.309689337,103.7973866,88,JLN HITAM MANIS,278498
3868,1.320708962,103.9503337,88,KEW DR,466101
3869,1.30210765,103.8477077,88,SOPHIA RD,228188
3870,1.350604693,103.932897,885A,TAMPINES ST 83,521885
3871,1.437123015,103.7953144,888,WOODLANDS DR 50,730888
3872,1.321571559,103.8141688,89,CLUNY PK RD,259591
3873,1.311790081,103.9309486,89,ELLIOT RD,458738
3874,1.314812123,103.901836,89,JOO CHIAT TER,427249
3875,1.336572481,103.8006179,89,LINDEN DR,288727
3876,1.310865137,103.9152734,89,LOR N TELOK KURAU,425240
3877,1.278471544,103.8416611,89,NEIL RD,88849
3878,1.285435451,103.8187826,89,REDHILL CL,150089
3879,1.320079909,103.9405499,89,SENNETT TER,466758
3880,1.31680652,103.9222563,89,SIGLAP RD,454999
3881,1.406635635,103.8230334,89,SPRINGSIDE VIEW,786074
3882,1.315708701,103.9096419,89,TELOK KURAU RD,423794
3883,1.337095521,103.7717082,89,TOH YI DR,596548
3884,1.323639137,103.8549886,89,WHAMPOA DR,320089
3885,1.336675737,103.7837092,896,DUNEARN RD,589472
3886,1.335732227,103.9526956,89A,JLN ANGIN LAUT,489310
3887,1.321381237,103.9534051,8A,BEDOK AVE,469910
3888,1.343622365,103.7873861,8A,BINJAI RISE,589783
3889,1.311954964,103.7002006,8A,BUROH ST,627531
3890,1.313286544,103.8495429,8A,CARLISLE RD,219587
3891,1.345684796,103.8619217,8A,COTSWOLD CL,359655
3892,1.328696683,103.8001586,8A,FIRST AVE,268743
3893,1.318985006,103.9080114,8A,LOR SARINA,416664
3894,1.305592618,103.8068052,8A,PEIRCE RD,248528
3895,1.46217558,103.8144788,8B,ADMIRALTY ST,757440
3896,1.345812422,103.8618962,8B,COTSWOLD CL,359656
3897,1.322156307,103.9470134,8B,JLN LIMAU BALI,468538
3898,1.311036944,103.9082867,8B,LOR L TELOK KURAU,425426
3899,1.319007234,103.9081294,8C,LOR SARINA,416666
3900,1.344271879,103.8701338,8D,SOMMERVILLE WALK,358202
3901,1.318240301,103.8372265,8G,CHANCERY LANE,309498
3902,1.299289489,103.8886935,8,MARGATE RD,438049
3903,1.297113169,103.8519648,8,QUEEN ST,188535
3904,1.38360085,103.826022,9,TAGORE LANE,787472
3905,1.33673821,103.8148506,9,ADAM DR,289969
3906,1.281280492,103.8457585,9,ANN SIANG RD,69690
3907,1.320629166,103.7926297,9,ASTRID HILL,269932
3908,1.326130624,103.9494961,9,BEDOK CL,469875
3909,1.299161041,103.8908271,9,BRDRICK RD,439471
3910,1.328295113,103.9675052,9,CHANGI STH ST 3,486361
3911,1.360289092,103.8672407,9,CHUAN PL,554827
3912,1.282567461,103.8471204,9,CLUB ST,69404
3913,1.318458021,103.8134674,9,CLUNY PK,259619
3914,1.323337849,103.809445,9,CORONATION WALK,269215
3915,1.298654182,103.8400814,9,DUBLIN RD,239796
3916,1.309008711,103.8952438,9,DUNMAN LANE,439261
3917,1.32653746,103.6873515,9,FOURTH LOK YANG RD,629706
3918,1.304435782,103.8952516,9,GOODMAN RD,438974
3919,1.359374934,103.8816671,9,HENDRY CL,549265
3920,1.309159939,103.8025174,9,HOLLAND HILL,278738
3921,1.330996536,103.8825623,9,JLN ANGGEREK,369441
3922,1.311373734,103.7988467,9,JLN KELABU ASAP,278205
3923,1.324520051,103.9162237,9,JLN KRIAN,419072
3924,1.322905752,103.9183659,9,JLN LAPANG,418969
3925,1.284488518,103.8278936,9,JLN MEMBINA,169483
3926,1.30873054,103.798697,9,JLN PUTEH JERNEH,278032
3927,1.311666334,103.7983991,9,JLN RUMIA,277979
3928,1.322651059,103.7967506,9,JLN SIANTAN,268247
3929,1.308088527,103.9109122,9,JLN TAMBAN,428294
3930,1.314146503,103.9277373,9,JLN ULU SIGLAP,457132
3931,1.334900179,103.8793343,9,JOO SENG RD,360009
3932,1.33568655,103.9065387,9,KAKI BT CRES,416240
3933,1.316091195,103.868273,9,KALLANG PL,339154
3934,1.324353598,103.8536824,9,KIM KEAT LANE,328866
3935,1.280390377,103.842289,9,KRETA AYER RD,88985
3936,1.315511293,103.7953702,9,LEEDON PK,267886
3937,1.370577515,103.8976366,9,LOR BATAWI,536669
3938,1.309662576,103.9090495,9,LOR N TELOK KURAU,425138
3939,1.298656336,103.8891113,9,MARGATE RD,438050
3940,1.323621521,103.8512004,9,MARTABAN RD,328638
3941,1.280084769,103.8436291,9,NEIL RD,88808
3942,1.314748076,103.9300409,9,PALM DR,456489
3943,1.36415626,103.8772178,9,PARRY AVE,547268
3944,1.460576319,103.8386319,9,PENAGA PL,757345
3945,1.428060871,103.7793155,9,PINEWOOD GROVE,737932
3946,1.296697762,103.855255,9,PURVIS ST,188588
3947,1.352183998,103.8746979,9,RECREATION RD,546503
3948,1.313247882,103.8362479,9,SARKIES RD,258128
3949,1.386647212,103.8712828,9,SELETAR CRES,807161
3950,1.462723123,103.8085953,9,SENOKO CRES,758265
3951,1.405353146,103.8235681,9,SPRINGSIDE CRES,786166
3952,1.404532857,103.8216425,9,SPRINGSIDE PL,786412
3953,1.310946874,103.9086272,9,STILL LANE,424032
3954,1.325107205,103.7672537,9,SUNSET DR,597469
3955,1.355861625,103.9414927,9,TAMPINES GRANDE,528735
3956,1.328622907,103.7985891,9,THIRD AVE,266582
3957,1.286159709,103.8304481,9,TIONG BAHRU RD,161009
3958,1.33014721,103.6468306,9,TUAS AVE 10,639133
3959,1.325237291,103.6566503,9,TUAS DR 2,638644
3960,1.326823618,103.8939786,9,UBI CRES,408572
3961,1.299425826,103.8936041,9,WALTON RD,436826
3962,1.315734824,103.8228323,9,WHITE HOUSE PK,257605
3963,1.373043444,104.0021297,90,ALPS AVE,498746
3964,1.311899402,103.8988412,90,CARPMAEL RD,429824
3965,1.31157264,103.8025768,90,HOLLAND RD,278535
3966,1.310975422,103.8605889,90,HORNE RD,209084
3967,1.328829202,103.6850342,90,INTERNATIONAL RD,629172
3968,1.336042654,103.9525743,90,JLN ANGIN LAUT,489285
3969,1.322651972,103.9141651,90,JLN LAPANG,419016
3970,1.320726682,103.9502827,90,KEW DR,466100
3971,1.298124903,103.8926987,90,MEYER RD,437914
3972,1.314183408,103.8979519,90,ONAN RD,424510
3973,1.28499477,103.8187585,90,REDHILL CL,150090
3974,1.307337586,103.6233125,90,TUAS STH AVE 1,637493
3975,1.340889783,103.8669698,90,WOODLEIGH PK,357857
3976,1.341256485,103.7882212,90A,BINJAI PK,589883
3977,1.360944457,103.8909424,90A,TAMPINES RD,535116
3978,1.303109435,103.889236,91,BRANKSOME RD,439614
3979,1.372429888,103.8354441,91,ELLINGTON SQUARE,568979
3980,1.287867827,103.8204649,91,HENDERSON RD,150091
3981,1.329939668,103.8196239,91,KHEAM HOCK RD,298852
3982,1.298394122,103.8391197,91,KILLINEY RD,239535
3983,1.325960861,103.9117905,91,LENGKONG DUA,417738
3984,1.306531824,103.900987,91,MARSHALL RD,424887
3985,1.319000562,103.9426139,91,PARBURY AVE,467325
3986,1.399030978,103.8181007,914,UPP THOMSON RD,787114
3987,1.336572481,103.8006179,91A,LINDEN DR,288729
3988,1.334539353,103.7680161,92,ENG KONG RD,599068
3989,1.321424397,103.7563737,92,FABER TER,129056
3990,1.287399417,103.8204436,92,HENDERSON RD,150092
3991,1.335963941,103.9522567,92,JLN ANGIN LAUT,489287
3992,1.309778774,103.7973153,92,JLN HITAM MANIS,278502
3993,1.316419493,103.912213,92,LOR H TELOK KURAU,426108
3994,1.386264517,103.856951,92,SUNRISE AVE,806717
3995,1.310222727,103.796735,92,TAMAN WARNA,276402
3996,1.339327058,103.6921976,92,YUNNAN CRES,638307
3997,1.31235607,103.924869,922,EAST COAST RD,459114
3998,1.312635708,103.9284788,92A,UPP EAST COAST RD,455227
3999,1.345611815,103.7721606,92B,YUK TONG AVE,596438
4000,1.345642329,103.7721048,92C,YUK TONG AVE,596439
4001,1.360896607,103.8658659,93,CHUAN DR,554736
4002,1.286924533,103.8204185,93,HENDERSON RD,150093
4003,1.306668536,103.9007971,93,MARSHALL RD,424888
4004,1.346964197,103.8832977,93,PAYA LEBAR CRES,536177
4005,1.309495914,103.8555243,93,SYED ALWI RD,207669
4006,1.429698486,103.8357765,930,YISHUN AVE 2,769098
4007,1.425731313,103.8365958,934,YISHUN CTRL 1,760934
4008,1.315355768,103.9181032,93A,DUNBAR WALK,459441
4009,1.315275053,103.9181511,93B,DUNBAR WALK,459446
4010,1.306818811,103.9009152,93B,MARSHALL RD,424931
4011,1.31179431,103.8988895,94,CARPMAEL RD,429828
4012,1.316146225,103.884031,94,LOR 27 GEYLANG,388197
4013,1.386255989,103.8568471,94,SUNRISE AVE,806718
4014,1.345424342,103.7719095,94A,YUK TONG AVE,596220
4015,1.318230042,103.9425651,95,LUCKY HTS,467635
4016,1.406679296,103.823189,95,SPRINGSIDE VIEW,786077
